modelo,fpr,tpr
SNA - Regresión Logística,0.022609472743521,0.09379968203497616
SNA - Regresión Logística,0.022609472743521,0.09538950715421304
SNA - Regresión Logística,0.022654155495978552,0.09538950715421304
SNA - Regresión Logística,0.022654155495978552,0.09578696343402225
SNA - Regresión Logística,0.022743521000893656,0.09578696343402225
SNA - Regresión Logística,0.022743521000893656,0.09618441971383147
SNA - Regresión Logística,0.022877569258266308,0.09618441971383147
SNA - Regresión Logística,0.023011617515638964,0.09618441971383147
SNA - Regresión Logística,0.023011617515638964,0.0965818759936407
SNA - Regresión Logística,0.023056300268096516,0.0965818759936407
SNA - Regresión Logística,0.023056300268096516,0.09697933227344992
SNA - Regresión Logística,0.02323503127792672,0.09697933227344992
SNA - Regresión Logística,0.02323503127792672,0.09737678855325914
SNA - Regresión Logística,0.024039320822162646,0.09737678855325914
SNA - Regresión Logística,0.024307417336907954,0.09737678855325914
SNA - Regresión Logística,0.024307417336907954,0.09777424483306836
SNA - Regresión Logística,0.024396782841823058,0.09777424483306836
SNA - Regresión Logística,0.024396782841823058,0.09817170111287758
SNA - Regresión Logística,0.024441465594280606,0.09817170111287758
SNA - Regresión Logística,0.02453083109919571,0.09817170111287758
SNA - Regresión Logística,0.024575513851653262,0.09817170111287758
SNA - Regresión Logística,0.024575513851653262,0.0985691573926868
SNA - Regresión Logística,0.024620196604110814,0.0985691573926868
SNA - Regresión Logística,0.024620196604110814,0.09896661367249603
SNA - Regresión Logística,0.024798927613941018,0.09896661367249603
SNA - Regresión Logística,0.024798927613941018,0.09936406995230525
SNA - Regresión Logística,0.024977658623771225,0.09936406995230525
SNA - Regresión Logística,0.024977658623771225,0.09976152623211447
SNA - Regresión Logística,0.02520107238605898,0.09976152623211447
SNA - Regresión Logística,0.02520107238605898,0.10015898251192369
SNA - Regresión Logística,0.025379803395889185,0.10015898251192369
SNA - Regresión Logística,0.025558534405719393,0.10015898251192369
SNA - Regresión Logística,0.025737265415549597,0.10015898251192369
SNA - Regresión Logística,0.025737265415549597,0.10055643879173291
SNA - Regresión Logística,0.02578194816800715,0.10055643879173291
