modelo,precision,recall
SNA - Regresión Logística,0.10206080391756785,0.9940381558028617
SNA - Regresión Logística,0.10206496898465557,0.9940381558028617
SNA - Regresión Logística,0.10206913439170714,0.9940381558028617
SNA - Regresión Logística,0.10207330013876419,0.9940381558028617
SNA - Regresión Logística,0.10207746622586833,0.9940381558028617
SNA - Regresión Logística,0.10208163265306122,0.9940381558028617
SNA - Regresión Logística,0.10208579942038451,0.9940381558028617
SNA - Regresión Logística,0.10208996652787983,0.9940381558028617
SNA - Regresión Logística,0.10209413397558885,0.9940381558028617
SNA - Regresión Logística,0.10209830176355324,0.9940381558028617
SNA - Regresión Logística,0.10210246989181465,0.9940381558028617
SNA - Regresión Logística,0.1021066383604148,0.9940381558028617
SNA - Regresión Logística,0.10211080716939534,0.9940381558028617
SNA - Regresión Logística,0.10211497631879797,0.9940381558028617
SNA - Regresión Logística,0.10211914580866441,0.9940381558028617
SNA - Regresión Logística,0.10212331563903634,0.9940381558028617
SNA - Regresión Logística,0.1021274858099555,0.9940381558028617
