id_nodo,en_triangulo,comparte_contacto,representante_compartido,componente_cerrado,banderas_rojas
N-34520,0.0,0.0,0.0,0.0,0.0
N-17429,0.0,0.0,0.0,0.0,0.0
N-27161,0.0,0.0,0.0,0.0,0.0
P-00036,0.0,0.0,0.0,0.0,0.0
N-26685,0.0,0.0,0.0,0.0,0.0
N-33232,0.0,0.0,0.0,0.0,0.0
UT-30115,0.0,1.0,1.0,0.0,0.5
P-20088,0.0,0.0,0.0,0.0,0.0
P-21604,0.0,0.0,0.0,0.0,0.0
N-20487,0.0,0.0,0.0,0.0,0.0
N-21657,0.0,0.0,0.0,0.0,0.0
P-50536,0.0,0.0,0.0,0.0,0.0
P-17678,0.0,0.0,0.0,0.0,0.0
P-05278,0.0,0.0,0.0,0.0,0.0
P-45011,0.0,0.0,0.0,0.0,0.0
N-09796,0.0,0.0,0.0,0.0,0.0
N-07708,0.0,0.0,0.0,0.0,0.0
N-27261,0.0,0.0,0.0,0.0,0.0
P-40543,0.0,0.0,0.0,0.0,0.0
UT-44552,0.0,1.0,0.0,0.0,0.25
N-02837,0.0,0.0,0.0,0.0,0.0
N-00969,0.0,0.0,0.0,0.0,0.0
P-17591,0.0,1.0,0.0,0.0,0.25
N-00168,0.0,0.0,0.0,0.0,0.0
N-10069,0.0,0.0,0.0,0.0,0.0
P-16362,0.0,0.0,0.0,0.0,0.0
P-35751,0.0,0.0,0.0,0.0,0.0
P-48668,0.0,0.0,0.0,0.0,0.0
P-37340,0.0,1.0,0.0,0.0,0.25
N-01197,0.0,0.0,0.0,0.0,0.0
UT-24421,0.0,1.0,0.0,0.0,0.25
P-13618,0.0,0.0,0.0,0.0,0.0
P-06397,0.0,0.0,0.0,0.0,0.0
P-02515,0.0,1.0,0.0,0.0,0.25
P-17541,0.0,0.0,0.0,0.0,0.0
P-33030,0.0,0.0,0.0,0.0,0.0
P-10597,0.0,0.0,0.0,0.0,0.0
N-35658,0.0,0.0,0.0,0.0,0.0
P-15979,0.0,1.0,0.0,0.0,0.25
P-08220,0.0,0.0,0.0,0.0,0.0
P-35727,0.0,0.0,0.0,0.0,0.0
P-17565,0.0,0.0,1.0,0.0,0.25
N-10669,0.0,0.0,0.0,0.0,0.0
P-04718,0.0,0.0,0.0,0.0,0.0
N-17760,0.0,0.0,0.0,0.0,0.0
N-29077,0.0,0.0,0.0,0.0,0.0
N-19040,0.0,0.0,0.0,0.0,0.0
N-09677,0.0,0.0,0.0,0.0,0.0
P-37797,0.0,0.0,0.0,0.0,0.0
P-23279,0.0,0.0,0.0,0.0,0.0
N-04117,0.0,0.0,0.0,0.0,0.0
P-34141,0.0,1.0,0.0,0.0,0.25
N-19700,0.0,1.0,0.0,0.0,0.25
P-45066,0.0,0.0,0.0,0.0,0.0
P-48535,0.0,0.0,0.0,0.0,0.0
N-27640,0.0,0.0,0.0,0.0,0.0
P-46283,0.0,0.0,0.0,0.0,0.0
P-22354,0.0,0.0,0.0,0.0,0.0
N-08414,0.0,0.0,0.0,0.0,0.0
P-15495,0.0,0.0,0.0,0.0,0.0
UT-32778,0.0,1.0,0.0,0.0,0.25
P-45524,0.0,0.0,0.0,0.0,0.0
P-38472,0.0,0.0,0.0,0.0,0.0
P-41246,0.0,0.0,0.0,0.0,0.0
N-24865,0.0,0.0,0.0,0.0,0.0
P-40445,0.0,0.0,1.0,0.0,0.25
P-17620,0.0,0.0,0.0,0.0,0.0
P-37236,0.0,0.0,0.0,0.0,0.0
P-25225,0.0,0.0,0.0,0.0,0.0
P-01345,0.0,1.0,0.0,0.0,0.25
UT-43609,0.0,1.0,0.0,0.0,0.25
N-34166,0.0,0.0,0.0,0.0,0.0
N-27470,0.0,0.0,0.0,0.0,0.0
N-25675,0.0,0.0,0.0,0.0,0.0
N-37448,0.0,0.0,0.0,0.0,0.0
P-43039,0.0,0.0,0.0,0.0,0.0
P-43791,0.0,0.0,0.0,0.0,0.0
N-06710,0.0,0.0,0.0,0.0,0.0
P-49987,0.0,0.0,0.0,0.0,0.0
P-26226,0.0,0.0,0.0,0.0,0.0
N-31450,0.0,0.0,0.0,0.0,0.0
UT-43612,1.0,1.0,0.0,0.0,0.5
N-27484,0.0,0.0,0.0,0.0,0.0
P-00899,0.0,0.0,0.0,0.0,0.0
N-25139,0.0,0.0,0.0,0.0,0.0
P-48915,0.0,0.0,0.0,0.0,0.0
P-45571,0.0,0.0,0.0,0.0,0.0
P-38010,0.0,0.0,0.0,0.0,0.0
P-08918,0.0,0.0,0.0,0.0,0.0
N-33562,0.0,0.0,0.0,0.0,0.0
N-36449,0.0,0.0,0.0,0.0,0.0
P-02689,0.0,0.0,0.0,0.0,0.0
P-13691,0.0,0.0,0.0,0.0,0.0
P-02202,0.0,0.0,0.0,0.0,0.0
N-30992,0.0,0.0,0.0,0.0,0.0
P-09379,0.0,0.0,1.0,0.0,0.25
UT-21899,1.0,1.0,0.0,0.0,0.5
P-13727,0.0,0.0,0.0,0.0,0.0
P-14249,0.0,0.0,0.0,0.0,0.0
UT-1960,0.0,1.0,0.0,0.0,0.25
UT-23481,1.0,0.0,0.0,0.0,0.25
N-11005,0.0,0.0,0.0,0.0,0.0
UT-46103,1.0,1.0,0.0,0.0,0.5
N-18501,0.0,0.0,0.0,0.0,0.0
N-19587,0.0,0.0,0.0,0.0,0.0
N-01064,0.0,0.0,0.0,0.0,0.0
P-40290,0.0,0.0,0.0,0.0,0.0
P-04320,0.0,1.0,0.0,0.0,0.25
P-04552,0.0,0.0,0.0,0.0,0.0
P-14294,0.0,0.0,1.0,0.0,0.25
N-04369,0.0,0.0,0.0,0.0,0.0
P-05728,0.0,0.0,0.0,0.0,0.0
P-40689,0.0,0.0,0.0,0.0,0.0
P-10145,0.0,0.0,0.0,0.0,0.0
P-31749,0.0,0.0,0.0,1.0,0.25
P-36962,0.0,0.0,0.0,1.0,0.25
N-31154,0.0,0.0,0.0,0.0,0.0
N-21648,0.0,0.0,0.0,0.0,0.0
P-33791,0.0,0.0,0.0,0.0,0.0
P-28568,0.0,0.0,0.0,0.0,0.0
N-28365,0.0,0.0,0.0,1.0,0.25
P-23941,0.0,0.0,0.0,0.0,0.0
UT-41824,0.0,1.0,0.0,0.0,0.25
P-08458,0.0,0.0,0.0,0.0,0.0
P-10903,0.0,1.0,0.0,0.0,0.25
P-25439,0.0,0.0,0.0,0.0,0.0
UT-9113,0.0,0.0,0.0,0.0,0.0
UT-2569,0.0,1.0,0.0,0.0,0.25
P-02328,0.0,0.0,0.0,0.0,0.0
P-34903,0.0,0.0,0.0,0.0,0.0
P-38908,0.0,0.0,0.0,0.0,0.0
N-03128,0.0,0.0,0.0,0.0,0.0
P-17381,0.0,0.0,0.0,0.0,0.0
P-14423,0.0,0.0,0.0,0.0,0.0
N-15725,0.0,0.0,0.0,0.0,0.0
N-16043,0.0,0.0,0.0,0.0,0.0
N-17372,0.0,0.0,0.0,0.0,0.0
N-12603,0.0,0.0,0.0,0.0,0.0
P-18311,0.0,0.0,0.0,0.0,0.0
N-03005,0.0,0.0,0.0,0.0,0.0
N-35107,0.0,0.0,0.0,0.0,0.0
N-13712,0.0,0.0,0.0,0.0,0.0
N-29491,0.0,0.0,0.0,0.0,0.0
P-08377,1.0,0.0,0.0,0.0,0.25
N-13099,0.0,0.0,0.0,0.0,0.0
N-36512,0.0,0.0,0.0,0.0,0.0
N-14282,0.0,0.0,0.0,0.0,0.0
N-09236,0.0,0.0,0.0,0.0,0.0
N-20690,0.0,0.0,0.0,0.0,0.0
P-08089,0.0,0.0,0.0,0.0,0.0
P-20747,0.0,0.0,0.0,0.0,0.0
N-17911,0.0,0.0,0.0,0.0,0.0
N-13981,0.0,0.0,0.0,0.0,0.0
N-23906,0.0,0.0,0.0,0.0,0.0
P-22372,0.0,0.0,0.0,0.0,0.0
N-09552,0.0,0.0,0.0,0.0,0.0
P-34115,0.0,0.0,0.0,0.0,0.0
N-13236,0.0,0.0,0.0,0.0,0.0
N-35343,0.0,0.0,0.0,0.0,0.0
N-19227,0.0,0.0,0.0,0.0,0.0
UT-40043,0.0,1.0,0.0,0.0,0.25
P-07020,0.0,0.0,1.0,0.0,0.25
P-51387,0.0,0.0,0.0,0.0,0.0
P-01147,0.0,0.0,0.0,0.0,0.0
P-12383,0.0,0.0,0.0,0.0,0.0
P-50950,0.0,0.0,0.0,0.0,0.0
P-07460,0.0,0.0,0.0,0.0,0.0
N-26103,0.0,0.0,0.0,0.0,0.0
N-32003,0.0,0.0,0.0,0.0,0.0
UT-8205,0.0,1.0,0.0,1.0,0.5
P-27817,0.0,0.0,0.0,0.0,0.0
P-00177,0.0,0.0,0.0,0.0,0.0
P-04429,0.0,0.0,0.0,0.0,0.0
P-17012,0.0,0.0,0.0,0.0,0.0
P-26546,0.0,0.0,0.0,0.0,0.0
N-17037,0.0,0.0,0.0,0.0,0.0
N-26849,0.0,0.0,0.0,0.0,0.0
N-27816,0.0,0.0,0.0,0.0,0.0
N-21036,0.0,0.0,0.0,0.0,0.0
P-49310,0.0,0.0,0.0,0.0,0.0
N-26260,0.0,0.0,0.0,0.0,0.0
N-26634,0.0,0.0,0.0,0.0,0.0
P-03893,0.0,0.0,0.0,0.0,0.0
N-26392,0.0,0.0,0.0,0.0,0.0
UT-36161,0.0,0.0,0.0,0.0,0.0
P-15389,0.0,0.0,0.0,0.0,0.0
P-24998,0.0,0.0,0.0,0.0,0.0
N-00024,0.0,0.0,0.0,0.0,0.0
P-42960,0.0,0.0,0.0,0.0,0.0
UT-4252,0.0,1.0,1.0,0.0,0.5
UT-10539,1.0,1.0,0.0,0.0,0.5
N-00522,0.0,0.0,0.0,0.0,0.0
N-15184,0.0,0.0,0.0,0.0,0.0
P-07869,0.0,0.0,0.0,0.0,0.0
UT-21648,1.0,1.0,0.0,0.0,0.5
N-36200,0.0,0.0,0.0,0.0,0.0
N-13237,0.0,0.0,0.0,0.0,0.0
P-12838,0.0,0.0,0.0,0.0,0.0
N-20267,0.0,0.0,0.0,0.0,0.0
P-44651,0.0,0.0,0.0,0.0,0.0
P-26142,0.0,0.0,0.0,0.0,0.0
P-01393,0.0,0.0,0.0,0.0,0.0
P-16122,0.0,0.0,0.0,0.0,0.0
N-31903,0.0,0.0,0.0,0.0,0.0
N-00040,0.0,0.0,0.0,0.0,0.0
P-39924,0.0,0.0,0.0,0.0,0.0
N-20502,0.0,0.0,0.0,0.0,0.0
UT-17359,0.0,1.0,0.0,0.0,0.25
N-04972,0.0,0.0,0.0,0.0,0.0
P-40315,0.0,0.0,0.0,0.0,0.0
N-35254,0.0,0.0,0.0,0.0,0.0
P-24696,0.0,0.0,0.0,0.0,0.0
N-13113,0.0,0.0,0.0,0.0,0.0
P-07049,0.0,0.0,0.0,0.0,0.0
UT-41063,0.0,1.0,0.0,0.0,0.25
P-11260,0.0,0.0,0.0,0.0,0.0
N-32128,0.0,1.0,0.0,0.0,0.25
N-05908,0.0,0.0,0.0,0.0,0.0
P-03539,0.0,0.0,0.0,0.0,0.0
P-44203,0.0,0.0,0.0,0.0,0.0
P-11055,0.0,0.0,0.0,0.0,0.0
P-44408,0.0,1.0,0.0,0.0,0.25
P-21017,0.0,0.0,0.0,0.0,0.0
N-17306,0.0,0.0,0.0,0.0,0.0
N-04308,0.0,0.0,0.0,0.0,0.0
UT-18264,0.0,0.0,0.0,0.0,0.0
P-18592,0.0,0.0,0.0,0.0,0.0
P-44545,0.0,0.0,0.0,0.0,0.0
P-12610,0.0,0.0,0.0,0.0,0.0
N-32646,0.0,0.0,0.0,0.0,0.0
P-18667,0.0,1.0,0.0,0.0,0.25
N-35319,0.0,0.0,0.0,0.0,0.0
P-29671,0.0,0.0,0.0,0.0,0.0
P-31139,0.0,0.0,0.0,0.0,0.0
N-02587,0.0,0.0,0.0,0.0,0.0
N-19463,0.0,0.0,0.0,0.0,0.0
P-16489,0.0,0.0,0.0,0.0,0.0
UT-24547,0.0,1.0,0.0,0.0,0.25
P-08592,0.0,0.0,0.0,0.0,0.0
N-24424,0.0,0.0,0.0,0.0,0.0
N-04007,0.0,0.0,0.0,0.0,0.0
P-26995,0.0,0.0,0.0,0.0,0.0
UT-23328,0.0,0.0,1.0,0.0,0.25
N-17426,0.0,0.0,0.0,0.0,0.0
UT-10872,1.0,1.0,0.0,0.0,0.5
P-26200,0.0,0.0,0.0,0.0,0.0
N-29042,0.0,0.0,0.0,0.0,0.0
P-11882,0.0,0.0,0.0,0.0,0.0
N-16716,0.0,1.0,0.0,0.0,0.25
N-21382,0.0,0.0,0.0,0.0,0.0
P-15605,0.0,0.0,1.0,0.0,0.25
P-21884,0.0,0.0,0.0,0.0,0.0
P-12079,0.0,0.0,0.0,0.0,0.0
P-19881,0.0,0.0,0.0,0.0,0.0
N-06515,0.0,0.0,0.0,0.0,0.0
N-02140,0.0,0.0,0.0,0.0,0.0
N-30997,0.0,1.0,0.0,0.0,0.25
N-35961,0.0,0.0,0.0,0.0,0.0
P-12004,0.0,0.0,0.0,0.0,0.0
P-36056,0.0,0.0,0.0,0.0,0.0
P-41742,0.0,0.0,0.0,0.0,0.0
N-13934,0.0,0.0,0.0,0.0,0.0
P-41846,0.0,0.0,0.0,0.0,0.0
N-18189,0.0,0.0,0.0,0.0,0.0
N-26069,0.0,0.0,0.0,0.0,0.0
N-34163,0.0,0.0,0.0,0.0,0.0
N-20473,0.0,0.0,0.0,0.0,0.0
N-19434,0.0,0.0,0.0,0.0,0.0
P-09445,0.0,0.0,0.0,0.0,0.0
UT-24001,1.0,0.0,0.0,0.0,0.25
N-19801,0.0,0.0,0.0,0.0,0.0
N-13611,0.0,0.0,0.0,0.0,0.0
P-06294,0.0,0.0,0.0,0.0,0.0
P-43721,0.0,0.0,0.0,0.0,0.0
P-31180,0.0,1.0,1.0,0.0,0.5
P-47752,0.0,0.0,0.0,0.0,0.0
N-29995,0.0,0.0,0.0,0.0,0.0
N-06070,0.0,0.0,0.0,0.0,0.0
P-36105,0.0,0.0,0.0,0.0,0.0
N-12079,0.0,0.0,0.0,0.0,0.0
N-18607,0.0,0.0,0.0,0.0,0.0
N-06202,0.0,0.0,0.0,0.0,0.0
N-09570,0.0,1.0,0.0,0.0,0.25
N-29567,0.0,0.0,0.0,0.0,0.0
P-12626,0.0,0.0,0.0,0.0,0.0
P-02313,0.0,0.0,0.0,0.0,0.0
N-36085,0.0,0.0,0.0,0.0,0.0
P-28732,0.0,0.0,0.0,0.0,0.0
P-01121,0.0,0.0,0.0,0.0,0.0
P-35041,0.0,0.0,0.0,0.0,0.0
P-17924,0.0,0.0,0.0,0.0,0.0
P-50907,0.0,0.0,0.0,0.0,0.0
N-22508,0.0,0.0,0.0,0.0,0.0
P-18517,0.0,0.0,0.0,0.0,0.0
P-19698,0.0,0.0,1.0,0.0,0.25
P-32255,0.0,0.0,0.0,0.0,0.0
UT-31699,0.0,0.0,0.0,0.0,0.0
N-00867,0.0,0.0,0.0,0.0,0.0
P-23345,0.0,0.0,0.0,0.0,0.0
N-22339,0.0,0.0,0.0,0.0,0.0
P-38561,0.0,1.0,0.0,0.0,0.25
N-27860,0.0,0.0,0.0,0.0,0.0
P-22762,0.0,0.0,0.0,0.0,0.0
P-10464,0.0,0.0,0.0,0.0,0.0
N-37149,0.0,0.0,0.0,0.0,0.0
UT-29055,0.0,1.0,0.0,0.0,0.25
P-05525,0.0,0.0,0.0,0.0,0.0
UT-10436,0.0,1.0,0.0,0.0,0.25
UT-45568,0.0,1.0,0.0,0.0,0.25
P-13976,0.0,0.0,0.0,0.0,0.0
N-28001,0.0,0.0,0.0,0.0,0.0
N-07066,0.0,0.0,0.0,0.0,0.0
P-45236,0.0,0.0,0.0,0.0,0.0
N-12843,0.0,0.0,0.0,0.0,0.0
N-04944,0.0,0.0,0.0,0.0,0.0
N-01028,0.0,0.0,0.0,0.0,0.0
P-36671,0.0,0.0,0.0,0.0,0.0
P-22576,0.0,0.0,0.0,0.0,0.0
N-25978,0.0,0.0,0.0,0.0,0.0
N-12189,0.0,0.0,0.0,0.0,0.0
P-37338,0.0,0.0,0.0,0.0,0.0
P-30649,0.0,0.0,0.0,0.0,0.0
N-08599,0.0,0.0,0.0,0.0,0.0
N-30324,0.0,0.0,0.0,0.0,0.0
N-28373,0.0,0.0,0.0,0.0,0.0
P-33044,0.0,0.0,0.0,0.0,0.0
P-37630,0.0,0.0,1.0,0.0,0.25
P-39104,0.0,0.0,1.0,0.0,0.25
P-39870,0.0,0.0,0.0,0.0,0.0
N-19031,0.0,0.0,0.0,0.0,0.0
N-06752,0.0,0.0,0.0,0.0,0.0
P-15894,0.0,0.0,0.0,0.0,0.0
P-05623,0.0,0.0,0.0,0.0,0.0
N-16549,0.0,0.0,0.0,0.0,0.0
N-26003,0.0,0.0,0.0,0.0,0.0
P-42537,0.0,0.0,0.0,0.0,0.0
UT-32582,0.0,1.0,0.0,0.0,0.25
P-28742,0.0,0.0,0.0,0.0,0.0
P-26437,0.0,0.0,0.0,0.0,0.0
P-08785,0.0,0.0,0.0,0.0,0.0
N-31191,0.0,0.0,0.0,0.0,0.0
N-17030,0.0,0.0,0.0,0.0,0.0
N-14476,0.0,0.0,0.0,0.0,0.0
P-40973,0.0,0.0,0.0,0.0,0.0
P-16411,0.0,0.0,0.0,0.0,0.0
N-18723,0.0,0.0,0.0,0.0,0.0
N-09385,0.0,0.0,0.0,0.0,0.0
N-01765,0.0,0.0,0.0,0.0,0.0
N-09875,0.0,0.0,0.0,0.0,0.0
UT-38022,1.0,1.0,0.0,0.0,0.5
P-04816,0.0,0.0,0.0,0.0,0.0
P-02150,0.0,0.0,0.0,0.0,0.0
N-32042,0.0,0.0,0.0,0.0,0.0
P-19442,0.0,0.0,0.0,0.0,0.0
P-24859,0.0,0.0,0.0,0.0,0.0
N-25581,0.0,0.0,0.0,0.0,0.0
P-14216,0.0,0.0,0.0,0.0,0.0
N-06072,0.0,0.0,0.0,0.0,0.0
UT-28246,0.0,0.0,0.0,0.0,0.0
P-48548,0.0,0.0,0.0,0.0,0.0
P-02598,0.0,0.0,0.0,0.0,0.0
UT-34922,0.0,1.0,1.0,0.0,0.5
N-28208,0.0,0.0,0.0,0.0,0.0
N-04631,0.0,0.0,0.0,0.0,0.0
N-35043,0.0,0.0,0.0,0.0,0.0
N-01590,0.0,0.0,0.0,0.0,0.0
P-16394,0.0,0.0,0.0,0.0,0.0
N-07176,0.0,0.0,0.0,0.0,0.0
P-17786,0.0,1.0,0.0,0.0,0.25
P-50925,0.0,0.0,0.0,0.0,0.0
N-14558,0.0,1.0,0.0,0.0,0.25
N-29526,0.0,0.0,0.0,0.0,0.0
P-47862,0.0,0.0,0.0,0.0,0.0
N-03206,0.0,0.0,0.0,0.0,0.0
N-01402,0.0,0.0,0.0,0.0,0.0
N-28352,0.0,0.0,0.0,0.0,0.0
N-17611,0.0,0.0,0.0,0.0,0.0
N-05880,0.0,0.0,0.0,0.0,0.0
P-15374,0.0,0.0,0.0,0.0,0.0
N-06663,0.0,0.0,0.0,0.0,0.0
N-16883,0.0,0.0,0.0,0.0,0.0
UT-41211,0.0,1.0,0.0,0.0,0.25
N-29859,0.0,0.0,0.0,0.0,0.0
N-02027,0.0,0.0,0.0,0.0,0.0
N-36345,0.0,0.0,0.0,0.0,0.0
N-19785,0.0,0.0,0.0,0.0,0.0
P-48435,0.0,0.0,0.0,0.0,0.0
N-23403,0.0,0.0,0.0,0.0,0.0
N-16380,0.0,0.0,0.0,0.0,0.0
N-24337,0.0,0.0,0.0,0.0,0.0
P-46590,0.0,0.0,0.0,0.0,0.0
N-10102,0.0,0.0,0.0,0.0,0.0
N-30070,0.0,0.0,1.0,0.0,0.25
N-03852,0.0,0.0,0.0,0.0,0.0
N-06971,0.0,0.0,0.0,0.0,0.0
N-07633,0.0,0.0,0.0,0.0,0.0
P-07710,0.0,0.0,0.0,0.0,0.0
N-11974,0.0,0.0,0.0,0.0,0.0
P-42210,0.0,0.0,0.0,0.0,0.0
N-28542,0.0,0.0,0.0,0.0,0.0
N-31960,0.0,0.0,0.0,0.0,0.0
P-10491,0.0,0.0,0.0,0.0,0.0
P-21955,0.0,0.0,0.0,0.0,0.0
N-26208,0.0,0.0,0.0,0.0,0.0
N-10258,0.0,0.0,0.0,0.0,0.0
N-29527,0.0,0.0,0.0,0.0,0.0
N-15072,0.0,0.0,0.0,0.0,0.0
N-30160,0.0,0.0,0.0,0.0,0.0
P-50325,0.0,0.0,0.0,0.0,0.0
N-22411,0.0,0.0,0.0,1.0,0.25
N-18899,0.0,0.0,0.0,0.0,0.0
N-22956,0.0,0.0,0.0,0.0,0.0
N-20819,0.0,0.0,0.0,0.0,0.0
P-35554,0.0,0.0,0.0,0.0,0.0
P-29480,0.0,0.0,0.0,0.0,0.0
N-30871,0.0,0.0,0.0,0.0,0.0
P-00681,0.0,0.0,0.0,0.0,0.0
N-07722,0.0,0.0,0.0,0.0,0.0
N-01551,0.0,0.0,0.0,0.0,0.0
UT-36294,0.0,0.0,0.0,0.0,0.0
P-28017,0.0,0.0,0.0,0.0,0.0
P-50465,0.0,0.0,0.0,0.0,0.0
N-25818,0.0,0.0,0.0,0.0,0.0
N-37229,0.0,0.0,0.0,0.0,0.0
P-16762,0.0,0.0,1.0,0.0,0.25
P-16567,0.0,0.0,0.0,0.0,0.0
N-08247,0.0,0.0,0.0,0.0,0.0
N-16234,0.0,0.0,0.0,0.0,0.0
P-04252,0.0,0.0,0.0,0.0,0.0
P-12335,0.0,0.0,0.0,0.0,0.0
P-37174,0.0,0.0,0.0,0.0,0.0
P-42310,0.0,0.0,0.0,0.0,0.0
N-00317,0.0,0.0,0.0,0.0,0.0
P-28241,0.0,0.0,0.0,0.0,0.0
P-49712,0.0,0.0,0.0,0.0,0.0
UT-31449,0.0,1.0,0.0,0.0,0.25
P-00104,0.0,0.0,0.0,0.0,0.0
N-19425,0.0,0.0,0.0,0.0,0.0
N-18055,0.0,0.0,0.0,0.0,0.0
N-27700,0.0,0.0,0.0,0.0,0.0
N-31668,0.0,0.0,0.0,0.0,0.0
P-41809,0.0,0.0,0.0,0.0,0.0
P-20395,0.0,0.0,0.0,0.0,0.0
P-34603,0.0,0.0,0.0,0.0,0.0
P-08992,0.0,0.0,0.0,0.0,0.0
P-13335,0.0,0.0,1.0,0.0,0.25
UT-0110,0.0,0.0,0.0,0.0,0.0
N-17792,0.0,0.0,1.0,0.0,0.25
UT-1921,1.0,0.0,0.0,0.0,0.25
P-13865,0.0,0.0,0.0,0.0,0.0
P-48543,0.0,0.0,0.0,0.0,0.0
N-17554,0.0,0.0,0.0,0.0,0.0
N-28491,0.0,0.0,0.0,0.0,0.0
N-20442,0.0,0.0,0.0,0.0,0.0
N-26943,0.0,0.0,0.0,0.0,0.0
N-04135,0.0,0.0,0.0,0.0,0.0
N-24197,0.0,0.0,0.0,0.0,0.0
N-31106,0.0,0.0,0.0,0.0,0.0
P-03743,0.0,0.0,0.0,0.0,0.0
N-01225,0.0,0.0,0.0,0.0,0.0
N-00885,0.0,0.0,0.0,0.0,0.0
N-13887,0.0,0.0,0.0,0.0,0.0
P-05179,0.0,0.0,0.0,0.0,0.0
P-28312,0.0,0.0,0.0,0.0,0.0
P-29547,0.0,0.0,0.0,0.0,0.0
N-16097,0.0,0.0,0.0,0.0,0.0
UT-4461,0.0,1.0,0.0,0.0,0.25
N-09151,0.0,0.0,0.0,0.0,0.0
P-32261,0.0,0.0,0.0,0.0,0.0
N-29745,0.0,0.0,0.0,0.0,0.0
N-01926,0.0,0.0,0.0,0.0,0.0
N-19689,0.0,0.0,0.0,0.0,0.0
P-04064,0.0,0.0,0.0,0.0,0.0
N-25518,0.0,0.0,0.0,0.0,0.0
P-14328,0.0,0.0,0.0,0.0,0.0
P-07589,0.0,0.0,0.0,0.0,0.0
N-23255,0.0,0.0,0.0,0.0,0.0
P-26660,0.0,0.0,0.0,0.0,0.0
P-37542,0.0,0.0,0.0,0.0,0.0
N-04142,0.0,0.0,0.0,0.0,0.0
N-07883,0.0,0.0,0.0,0.0,0.0
P-14804,0.0,0.0,0.0,0.0,0.0
N-33647,0.0,0.0,0.0,0.0,0.0
N-25336,0.0,0.0,0.0,0.0,0.0
N-05326,0.0,0.0,0.0,0.0,0.0
P-29649,0.0,0.0,0.0,0.0,0.0
P-17625,0.0,0.0,0.0,0.0,0.0
N-00380,0.0,0.0,0.0,0.0,0.0
P-12629,0.0,0.0,0.0,0.0,0.0
N-09053,0.0,0.0,0.0,0.0,0.0
P-08299,0.0,0.0,0.0,0.0,0.0
P-21148,0.0,0.0,0.0,0.0,0.0
P-13354,0.0,0.0,0.0,0.0,0.0
N-25856,0.0,0.0,0.0,0.0,0.0
P-04840,0.0,0.0,0.0,0.0,0.0
N-09174,0.0,0.0,0.0,0.0,0.0
P-19878,0.0,0.0,0.0,0.0,0.0
N-26365,0.0,0.0,0.0,0.0,0.0
P-36254,0.0,0.0,0.0,0.0,0.0
N-29297,0.0,0.0,0.0,0.0,0.0
N-15113,0.0,0.0,0.0,0.0,0.0
P-39550,0.0,0.0,0.0,0.0,0.0
P-44173,0.0,0.0,0.0,0.0,0.0
N-18973,0.0,0.0,0.0,0.0,0.0
N-37352,0.0,0.0,0.0,0.0,0.0
N-21314,0.0,0.0,0.0,0.0,0.0
N-22081,0.0,0.0,0.0,0.0,0.0
P-24045,0.0,0.0,0.0,0.0,0.0
P-24179,0.0,0.0,0.0,0.0,0.0
P-29560,0.0,0.0,0.0,0.0,0.0
P-29243,0.0,0.0,0.0,0.0,0.0
P-33598,0.0,0.0,0.0,0.0,0.0
N-34643,0.0,0.0,0.0,0.0,0.0
N-16147,0.0,0.0,0.0,0.0,0.0
N-25913,0.0,0.0,0.0,0.0,0.0
N-36942,0.0,0.0,0.0,0.0,0.0
P-19821,0.0,0.0,0.0,0.0,0.0
N-33840,0.0,0.0,0.0,0.0,0.0
N-28259,0.0,0.0,0.0,0.0,0.0
N-34998,0.0,0.0,0.0,0.0,0.0
N-25815,0.0,0.0,0.0,0.0,0.0
P-34076,0.0,0.0,0.0,0.0,0.0
P-43514,0.0,0.0,0.0,0.0,0.0
N-08480,0.0,0.0,0.0,0.0,0.0
P-24753,0.0,0.0,0.0,0.0,0.0
P-23838,0.0,0.0,0.0,0.0,0.0
UT-42918,1.0,0.0,0.0,0.0,0.25
P-31648,0.0,0.0,0.0,0.0,0.0
P-18287,0.0,0.0,0.0,0.0,0.0
N-11989,0.0,0.0,0.0,0.0,0.0
N-19391,0.0,0.0,0.0,0.0,0.0
P-22854,0.0,0.0,0.0,0.0,0.0
UT-45580,1.0,1.0,1.0,0.0,0.75
UT-26479,1.0,0.0,0.0,0.0,0.25
UT-45299,0.0,1.0,0.0,0.0,0.25
UT-25139,0.0,0.0,0.0,0.0,0.0
N-15347,0.0,0.0,0.0,0.0,0.0
P-44057,0.0,1.0,0.0,0.0,0.25
UT-6307,0.0,1.0,1.0,0.0,0.5
P-35562,0.0,1.0,0.0,0.0,0.25
UT-38724,0.0,0.0,1.0,0.0,0.25
UT-14188,0.0,0.0,0.0,0.0,0.0
UT-33424,0.0,1.0,1.0,0.0,0.5
P-05100,0.0,0.0,0.0,0.0,0.0
UT-43578,0.0,1.0,0.0,0.0,0.25
N-34310,0.0,0.0,0.0,0.0,0.0
UT-23595,0.0,1.0,1.0,0.0,0.5
UT-23546,1.0,1.0,0.0,0.0,0.5
UT-14552,0.0,0.0,0.0,0.0,0.0
UT-2317,0.0,1.0,0.0,0.0,0.25
N-32559,0.0,0.0,0.0,0.0,0.0
UT-43992,0.0,1.0,0.0,0.0,0.25
N-05071,0.0,0.0,0.0,0.0,0.0
N-13620,0.0,0.0,0.0,0.0,0.0
P-35181,0.0,0.0,0.0,0.0,0.0
N-04303,0.0,0.0,0.0,0.0,0.0
